user_id,campaign,group,age,income,region,impression,ad_spend,converted,revenue
1797,A,A,34,2253,Rural,1,2.95,0,0
1798,A,A,46,5548,Urban,0,1.67,0,0
1799,A,A,25,5185,Urban,1,4.49,0,0
1800,B,B,32,8163,Rural,1,8.59,1,120
1801,B,B,44,8671,Rural,0,4.4,0,0
1802,A,A,63,7264,Urban,1,8.48,0,0
1803,B,B,24,3231,Urban,1,6.91,0,0
1804,A,A,20,9698,Urban,0,5.59,0,0
1805,B,B,46,4423,Urban,1,3.13,0,0
1806,B,B,61,5575,Urban,0,9.3,0,0
1807,B,B,41,6261,Urban,0,1.49,0,0
1808,A,A,20,3573,Urban,1,7.2,0,0
1809,B,B,37,9348,Urban,1,6.59,0,0
1810,A,A,63,4908,Urban,1,4.97,0,0
1811,A,A,32,6712,Rural,1,3.16,0,0
1812,A,A,42,8755,Urban,0,4.88,0,0
1813,A,A,47,3625,Urban,0,8.85,0,0
1814,A,A,31,5998,Rural,1,8.53,0,0
1815,A,A,24,5883,Rural,1,9.47,0,0
1816,A,A,34,5515,Rural,0,3.77,0,0
1817,A,A,61,5403,Rural,1,4.48,0,0
1818,A,A,37,6598,Rural,0,1.17,0,0
1819,B,B,53,7008,Rural,0,9.49,0,0
1820,A,A,26,8222,Urban,1,3.96,0,0
1821,B,B,55,6680,Rural,1,4.64,0,0
1822,A,A,39,3958,Rural,0,9.17,0,0
1823,B,B,19,6009,Rural,1,5.74,0,0
1824,B,B,41,4735,Urban,1,6.1,0,0
1825,B,B,25,6491,Rural,0,2.59,0,0
1826,B,B,28,7727,Urban,0,5.49,0,0
1827,B,B,30,7976,Rural,1,9.26,0,0
1828,B,B,34,5174,Rural,1,6.03,0,0
1829,A,A,25,2401,Urban,1,3.3,0,0
1830,A,A,38,2974,Urban,1,1.28,0,0
1831,A,A,35,2223,Rural,1,4.03,0,0
1832,A,A,47,6613,Urban,1,6.15,0,0
1833,A,A,35,8777,Urban,1,1.38,0,0
1834,A,A,63,2235,Rural,1,6.49,0,0
1835,B,B,64,5498,Rural,1,5.71,0,0
1836,A,A,48,6211,Rural,1,8.05,0,0
1837,B,B,55,5234,Urban,1,1.26,0,0
1838,B,B,49,2225,Rural,1,8.03,0,0
1839,B,B,28,4277,Rural,0,5.69,0,0
1840,B,B,62,6277,Urban,1,4.33,0,0
1841,B,B,42,9416,Urban,1,9.69,0,0
1842,B,B,50,3341,Rural,0,2.44,0,0
1843,A,A,55,6036,Urban,1,5.87,0,0
1844,B,B,58,2209,Rural,0,3.89,0,0
1845,B,B,25,5727,Urban,1,5.75,0,0
1846,A,A,28,7511,Rural,1,5.97,0,0
1847,A,A,39,5928,Urban,1,1.81,0,0
1848,A,A,41,8239,Urban,1,6.95,0,0
1849,A,A,58,6989,Urban,1,6.71,0,0
1850,A,A,34,7977,Urban,1,7.93,0,0
1851,A,A,29,4803,Rural,1,1.82,0,0
1852,A,A,63,3109,Urban,0,3.68,1,100
1853,B,B,49,8558,Rural,1,6.85,0,0
1854,A,A,32,4026,Urban,1,2.23,0,0
1855,B,B,33,2393,Urban,1,7.1,0,0
1856,A,A,39,8839,Rural,1,1.53,0,0
1857,A,A,45,9800,Urban,0,4.01,0,0
1858,B,B,37,2843,Urban,1,8.62,0,0
1859,A,A,50,3524,Rural,1,7.97,0,0
1860,A,A,27,2603,Urban,0,6.8,0,0
1861,A,A,57,2581,Rural,0,8.83,0,0
1862,A,A,49,8138,Urban,1,7.38,0,0
1863,A,A,50,3939,Urban,1,5.67,0,0
1864,A,A,19,2132,Urban,1,9.82,0,0
1865,A,A,50,4838,Rural,1,7.25,0,0
1866,B,B,50,8792,Urban,1,6.41,0,0
1867,A,A,58,5385,Urban,1,4.68,1,100
1868,B,B,30,5770,Urban,0,9.12,0,0
1869,B,B,47,4268,Urban,1,3.66,0,0
1870,B,B,50,2975,Urban,1,1.08,0,0
1871,B,B,30,9605,Urban,1,2.77,0,0
1872,B,B,43,9213,Urban,1,1.99,0,0
1873,B,B,39,3813,Urban,1,3.87,0,0
1874,B,B,56,5263,Urban,1,8.43,0,0
1875,A,A,19,3543,Rural,1,6.86,0,0
1876,A,A,55,9546,Urban,1,2.52,0,0
1877,A,A,56,4835,Rural,1,8.1,0,0
1878,B,B,43,4738,Rural,1,5.54,0,0
1879,A,A,63,3357,Rural,1,5.61,0,0
1880,B,B,32,6134,Urban,1,4.26,0,0
1881,B,B,51,3316,Rural,1,8.78,0,0
1882,A,A,59,8833,Rural,1,3.86,0,0
1883,B,B,61,2161,Rural,0,1.85,0,0
1884,B,B,57,9498,Urban,0,3.72,0,0
1885,A,A,28,3909,Rural,1,7.44,0,0
1886,B,B,20,3127,Urban,0,6.92,0,0
1887,A,A,23,8304,Rural,1,2.69,0,0
1888,B,B,26,5870,Rural,0,2.01,0,0
1889,B,B,23,3658,Urban,1,6.95,0,0
1890,A,A,26,5125,Urban,1,7.09,0,0
1891,A,A,56,3963,Rural,1,4.3,0,0
1892,A,A,48,7153,Rural,1,8.59,0,0
1893,B,B,49,4289,Rural,0,9.8,0,0
1894,B,B,58,2966,Urban,1,2.85,0,0
1895,A,A,29,2889,Urban,1,6.19,0,0
1896,A,A,25,8256,Rural,1,1.05,0,0
1897,A,A,25,5061,Rural,1,7.42,0,0
1898,B,B,45,8461,Urban,1,4.73,0,0
1899,B,B,37,8166,Urban,1,2.74,1,120
1900,A,A,64,5629,Rural,1,7.77,0,0
1901,A,A,24,8967,Urban,0,8.3,0,0
1902,A,A,28,9814,Rural,1,2.0,0,0
1903,B,B,37,5189,Urban,1,1.37,0,0
1904,A,A,33,4748,Rural,1,4.01,0,0
1905,A,A,21,3666,Rural,0,6.63,0,0
1906,A,A,23,5066,Rural,1,8.14,0,0
1907,B,B,39,9379,Urban,1,5.91,0,0
1908,B,B,43,3441,Rural,0,6.23,0,0
1909,A,A,20,9280,Rural,1,8.2,0,0
1910,B,B,58,3067,Urban,1,5.76,1,120
1911,A,A,59,6223,Rural,1,6.5,0,0
1912,A,A,31,4923,Rural,0,5.65,0,0
1913,A,A,28,6253,Rural,0,8.92,0,0
1914,A,A,35,5856,Urban,0,3.12,0,0
1915,B,B,29,2826,Urban,1,3.38,0,0
1916,A,A,40,9561,Urban,1,2.15,0,0
1917,A,A,29,7986,Urban,1,8.38,0,0
1918,B,B,30,8995,Rural,0,4.71,0,0
1919,A,A,42,6607,Urban,0,4.13,0,0
1920,B,B,62,5985,Urban,1,9.83,0,0
1921,A,A,36,4092,Urban,1,9.34,0,0
1922,A,A,63,5179,Rural,1,9.75,0,0
1923,A,A,53,8362,Rural,1,2.28,0,0
1924,A,A,62,6538,Rural,1,9.02,1,100
1925,B,B,25,5901,Urban,1,3.96,0,0
1926,A,A,46,4362,Rural,1,1.11,0,0
1927,B,B,49,4224,Rural,1,4.52,0,0
1928,B,B,61,8371,Urban,0,5.58,0,0
1929,B,B,35,3726,Rural,0,1.97,0,0
1930,A,A,23,4006,Urban,0,5.84,0,0
1931,B,B,35,7791,Urban,0,8.38,0,0
1932,B,B,36,2266,Rural,1,4.4,0,0
1933,B,B,39,9013,Urban,1,4.17,0,0
1934,A,A,54,2837,Urban,0,4.05,0,0
1935,A,A,49,9546,Urban,1,9.31,0,0
1936,B,B,58,6584,Urban,1,1.44,0,0
1937,B,B,20,6797,Urban,1,5.01,0,0
1938,A,A,45,2686,Urban,0,3.38,0,0
1939,B,B,27,5361,Rural,1,9.04,0,0
1940,B,B,52,7091,Urban,1,1.86,0,0
1941,B,B,46,2356,Urban,1,4.7,0,0
1942,A,A,32,9824,Urban,0,4.66,0,0
1943,B,B,50,5815,Urban,1,9.0,0,0
1944,B,B,24,2871,Rural,1,2.94,0,0
1945,A,A,29,3973,Rural,1,6.8,0,0
1946,B,B,47,8347,Urban,0,2.21,0,0
1947,A,A,38,9380,Rural,0,9.59,0,0
1948,A,A,48,6647,Urban,1,6.34,0,0
1949,A,A,41,3810,Urban,1,6.64,0,0
1950,B,B,37,6418,Urban,0,4.9,0,0
1951,B,B,54,4641,Urban,1,4.08,0,0
1952,B,B,21,4228,Rural,0,2.91,0,0
1953,B,B,45,8642,Rural,1,6.44,0,0
1954,B,B,61,5391,Urban,1,9.59,0,0
1955,B,B,37,6178,Urban,0,4.24,0,0
1956,B,B,41,4350,Rural,1,8.95,0,0
1957,B,B,49,6357,Rural,1,2.34,0,0
1958,A,A,58,6879,Urban,1,9.43,0,0
1959,B,B,53,7319,Rural,0,4.15,0,0
1960,B,B,51,9407,Urban,1,4.42,0,0
1961,A,A,53,7009,Rural,1,5.17,0,0
1962,B,B,19,4739,Rural,0,7.46,0,0
1963,A,A,32,7039,Rural,1,7.48,0,0
1964,B,B,51,4730,Rural,1,5.32,0,0
1965,B,B,53,3318,Urban,1,5.71,0,0
1966,A,A,23,3535,Urban,0,1.27,0,0
1967,A,A,56,6784,Rural,1,3.74,0,0
1968,B,B,59,4443,Urban,1,4.11,1,120
1969,A,A,29,3772,Rural,1,6.03,0,0
1970,B,B,20,5209,Rural,0,6.02,0,0
1971,B,B,62,6934,Urban,0,7.39,0,0
1972,B,B,35,2877,Urban,1,7.45,0,0
1973,B,B,57,4870,Urban,1,3.12,0,0
1974,B,B,38,5200,Rural,0,7.93,0,0
1975,B,B,32,6144,Urban,1,1.18,0,0
1976,A,A,50,5747,Urban,0,7.45,0,0
1977,A,A,52,4836,Urban,1,1.92,0,0
1978,A,A,43,2292,Urban,1,7.57,0,0
1979,B,B,25,3651,Rural,1,5.74,0,0
1980,A,A,53,6631,Rural,0,4.94,0,0
1981,B,B,47,6406,Rural,1,7.22,0,0
1982,A,A,40,2536,Rural,1,1.33,0,0
1983,B,B,59,8022,Rural,1,3.01,0,0
1984,B,B,61,4686,Rural,1,6.55,0,0
1985,B,B,31,2233,Rural,1,8.62,1,120
1986,B,B,31,7328,Urban,1,4.43,0,0
1987,B,B,19,4652,Rural,0,3.33,0,0
1988,A,A,54,8237,Rural,1,5.67,0,0
1989,B,B,22,4374,Rural,0,6.6,0,0
1990,A,A,55,4272,Rural,1,4.78,0,0
1991,B,B,62,2966,Urban,1,8.89,0,0
1992,B,B,58,2889,Rural,1,5.71,0,0
1993,B,B,64,5863,Rural,0,1.32,0,0
1994,A,A,31,8154,Urban,0,3.01,0,0
1995,B,B,56,5400,Rural,1,5.06,0,0
1996,A,A,42,9179,Rural,0,7.28,0,0
1997,B,B,37,2034,Rural,1,2.98,0,0
1998,A,A,19,6542,Rural,1,9.79,1,100
1999,A,A,56,5523,Rural,1,3.87,0,0
2000,A,A,23,3763,Rural,1,5.79,0,0
2001,B,B,34,5291,Rural,1,1.17,0,0
2002,B,B,42,4488,Urban,0,8.96,0,0
2003,A,A,45,4700,Urban,1,8.1,0,0
2004,B,B,19,3558,Rural,0,2.76,0,0
2005,B,B,52,6690,Urban,1,9.4,0,0
2006,B,B,54,8121,Rural,1,3.84,0,0
2007,A,A,22,4276,Urban,0,7.23,0,0
2008,A,A,18,6006,Rural,0,8.37,0,0
2009,B,B,57,6439,Urban,0,7.67,0,0
2010,A,A,29,3103,Rural,1,9.26,0,0
2011,B,B,53,9520,Urban,0,8.78,0,0
2012,B,B,62,3419,Urban,0,9.95,0,0
2013,A,A,40,7409,Rural,1,2.64,0,0
2014,A,A,64,3478,Rural,1,3.74,0,0
2015,B,B,48,5914,Urban,1,6.73,0,0
2016,B,B,28,5742,Urban,1,7.6,0,0
2017,B,B,27,9132,Rural,1,5.81,0,0
2018,A,A,20,7247,Urban,0,1.67,0,0
2019,A,A,31,9869,Rural,1,8.57,0,0
2020,B,B,33,4956,Urban,0,9.65,0,0
2021,B,B,27,9710,Urban,1,4.65,0,0
2022,A,A,46,8017,Rural,1,3.02,0,0
2023,B,B,27,3382,Rural,1,1.17,0,0
2024,A,A,29,4574,Rural,1,3.14,0,0
2025,A,A,47,5384,Urban,0,7.3,0,0
2026,B,B,58,8218,Urban,0,9.2,0,0
2027,B,B,18,3569,Urban,1,1.84,0,0
2028,A,A,22,3894,Rural,0,5.98,0,0
2029,B,B,37,4243,Urban,1,7.26,0,0
2030,A,A,25,3866,Urban,1,3.49,0,0
2031,A,A,60,2028,Rural,1,6.13,0,0
2032,A,A,29,2705,Urban,1,7.44,0,0
2033,B,B,18,3020,Urban,1,8.54,0,0
2034,B,B,37,4063,Rural,1,5.07,0,0
2035,B,B,45,3446,Rural,1,7.73,0,0
2036,A,A,60,9756,Rural,0,3.72,0,0
2037,A,A,54,8948,Rural,1,2.92,0,0
2038,A,A,64,5664,Rural,1,2.69,0,0
2039,A,A,54,9572,Rural,1,4.23,0,0
2040,B,B,29,4987,Rural,0,1.32,0,0
2041,B,B,54,7755,Rural,0,3.55,0,0
2042,B,B,61,5602,Rural,0,6.87,0,0
2043,A,A,45,7062,Urban,1,6.83,0,0
2044,A,A,64,5685,Rural,1,1.66,0,0
2045,B,B,32,9244,Rural,0,3.59,0,0
2046,A,A,23,8372,Urban,1,6.13,0,0
2047,B,B,61,9105,Rural,1,3.87,0,0
2048,A,A,37,5368,Urban,1,4.76,0,0
2049,A,A,31,5581,Urban,1,7.42,0,0
2050,A,A,19,4762,Rural,1,1.08,0,0
2051,A,A,26,9127,Urban,1,3.49,0,0
2052,A,A,54,6037,Rural,1,2.28,0,0
2053,B,B,37,2572,Rural,1,2.15,0,0
2054,B,B,43,9705,Urban,0,9.63,0,0
2055,B,B,46,7702,Urban,1,4.39,0,0
2056,A,A,18,6088,Urban,1,5.74,0,0
2057,B,B,52,2614,Rural,1,7.6,0,0
2058,B,B,23,6050,Rural,1,1.43,0,0
2059,A,A,54,2325,Urban,1,3.17,0,0
2060,A,A,22,9530,Rural,1,8.49,0,0
2061,B,B,50,5740,Rural,1,8.76,0,0
2062,B,B,31,9018,Urban,1,4.36,0,0
2063,B,B,29,2358,Urban,0,4.37,0,0
2064,B,B,59,5777,Urban,1,7.81,0,0
2065,B,B,37,7906,Urban,1,3.66,0,0
2066,A,A,41,4371,Urban,1,2.05,0,0
2067,B,B,60,3721,Urban,0,3.32,0,0
2068,B,B,51,3349,Urban,1,4.49,0,0
2069,B,B,42,5696,Urban,0,1.47,0,0
2070,B,B,46,5896,Urban,1,5.31,0,0
2071,B,B,56,6260,Urban,1,7.66,0,0
2072,B,B,48,3596,Rural,1,5.62,0,0
2073,A,A,64,3627,Rural,1,1.65,0,0
2074,A,A,60,8941,Urban,1,4.96,0,0
2075,A,A,40,4502,Rural,1,7.38,0,0
2076,B,B,61,7272,Rural,1,1.52,0,0
2077,B,B,55,5808,Rural,1,1.54,0,0
2078,A,A,37,7246,Rural,1,4.34,0,0
2079,B,B,40,2192,Rural,0,2.75,0,0
2080,B,B,62,4674,Rural,0,9.41,0,0
2081,B,B,33,5845,Urban,1,6.23,0,0
2082,A,A,59,4577,Urban,0,3.59,0,0
2083,A,A,25,9177,Rural,1,7.34,0,0
2084,A,A,38,2091,Rural,1,4.37,0,0
2085,B,B,18,6234,Urban,1,2.19,0,0
2086,A,A,25,2480,Rural,1,3.14,0,0
2087,A,A,46,8592,Rural,1,6.78,0,0
2088,A,A,49,7452,Rural,1,1.47,0,0
2089,B,B,55,4916,Rural,1,3.45,0,0
2090,A,A,22,6435,Rural,1,2.87,0,0
2091,A,A,64,3075,Urban,0,2.81,0,0
2092,B,B,39,9874,Urban,0,7.14,0,0
2093,A,A,64,4513,Rural,1,8.43,0,0
2094,B,B,51,8861,Urban,1,7.44,0,0
2095,B,B,18,2798,Rural,1,6.81,0,0
2096,A,A,43,6570,Rural,1,9.25,0,0
2097,A,A,60,8544,Rural,1,1.53,0,0
2098,A,A,27,7558,Rural,1,2.51,0,0
2099,B,B,47,5949,Rural,1,4.73,0,0
2100,A,A,35,2604,Rural,1,4.35,0,0
2101,A,A,34,4979,Rural,0,4.76,0,0
2102,A,A,43,9140,Rural,0,2.86,0,0
2103,B,B,25,9065,Rural,1,2.35,0,0
2104,B,B,64,6916,Urban,1,5.58,0,0
2105,B,B,57,8800,Rural,0,9.35,0,0
2106,A,A,29,2597,Urban,1,4.53,0,0
2107,A,A,44,3532,Urban,1,1.39,0,0
2108,B,B,25,9320,Rural,1,7.36,0,0
2109,A,A,42,2513,Urban,1,3.62,0,0
2110,A,A,63,7622,Rural,0,3.21,0,0
2111,B,B,21,3877,Rural,1,3.92,0,0
2112,B,B,50,5972,Rural,1,7.51,0,0
2113,B,B,18,5843,Rural,1,8.37,0,0
2114,A,A,36,3699,Urban,1,6.29,0,0
2115,A,A,48,3029,Urban,1,3.9,0,0
2116,A,A,33,6595,Rural,0,3.79,0,0
2117,B,B,31,7780,Urban,1,2.12,0,0
2118,B,B,22,2716,Urban,1,9.4,0,0
2119,A,A,58,7237,Urban,1,6.74,0,0
2120,B,B,43,7604,Rural,1,1.24,0,0
2121,B,B,45,6086,Urban,1,6.96,1,120
2122,A,A,19,8744,Urban,1,5.02,0,0
2123,B,B,23,2665,Urban,1,9.75,0,0
2124,A,A,26,9846,Rural,1,8.37,0,0
2125,B,B,50,8611,Urban,1,2.54,0,0
2126,A,A,58,4208,Urban,0,7.48,0,0
2127,B,B,42,8413,Rural,1,5.37,0,0
2128,A,A,30,3079,Urban,1,2.68,0,0
2129,B,B,26,2227,Rural,1,7.29,0,0
2130,B,B,30,8992,Rural,1,5.93,1,120
2131,B,B,48,2148,Rural,1,1.27,0,0
2132,B,B,58,3069,Rural,1,6.82,0,0
2133,B,B,28,7263,Rural,1,6.71,0,0
2134,A,A,21,9917,Rural,1,2.3,0,0
2135,A,A,51,9951,Urban,1,4.14,0,0
2136,A,A,55,6727,Rural,1,6.27,0,0
2137,B,B,63,3363,Urban,1,2.25,0,0
2138,A,A,21,6508,Urban,1,8.67,0,0
2139,B,B,55,3755,Rural,0,1.25,0,0
2140,B,B,36,2519,Urban,0,1.93,0,0
2141,A,A,23,7463,Urban,1,2.04,0,0
2142,A,A,51,8530,Urban,1,5.75,0,0
2143,B,B,35,5544,Rural,1,6.58,0,0
2144,B,B,30,4322,Urban,1,4.63,0,0
2145,A,A,58,8496,Urban,1,3.6,0,0
2146,A,A,40,9233,Rural,1,8.28,0,0
2147,B,B,36,3102,Urban,0,1.61,0,0
2148,B,B,62,2597,Urban,1,3.52,0,0
2149,A,A,28,7755,Urban,1,1.35,0,0
2150,B,B,18,5273,Rural,0,1.13,0,0
2151,B,B,41,6049,Urban,1,4.18,0,0
2152,A,A,24,7781,Urban,1,2.75,0,0
2153,A,A,42,4605,Rural,1,3.42,0,0
2154,B,B,38,8256,Rural,1,8.39,0,0
2155,B,B,32,9258,Rural,1,2.47,0,0
2156,A,A,18,4188,Urban,1,8.02,0,0
2157,B,B,29,9456,Rural,1,7.08,0,0
2158,A,A,24,8020,Rural,1,3.94,0,0
2159,B,B,32,6825,Rural,1,5.92,0,0
2160,A,A,38,2588,Urban,0,5.0,0,0
2161,B,B,36,8554,Rural,1,2.16,0,0
2162,B,B,46,6472,Rural,1,9.16,0,0
2163,B,B,42,3407,Rural,1,6.13,0,0
2164,A,A,50,7965,Rural,1,8.92,0,0
2165,A,A,49,9319,Rural,1,8.41,0,0
2166,A,A,52,6846,Urban,0,1.72,0,0
2167,B,B,61,6722,Urban,1,2.87,0,0
2168,B,B,55,5390,Rural,0,2.31,0,0
2169,A,A,43,5440,Rural,0,8.48,0,0
2170,A,A,28,3629,Rural,0,8.76,0,0
2171,B,B,52,2994,Urban,1,5.75,0,0
2172,B,B,25,7679,Urban,0,1.94,0,0
2173,B,B,63,6798,Urban,1,2.22,0,0
2174,B,B,31,8605,Urban,1,8.32,0,0
2175,A,A,27,4059,Rural,1,9.36,0,0
2176,A,A,19,7275,Rural,0,2.8,0,0
2177,B,B,63,9851,Rural,1,1.1,0,0
2178,B,B,26,6572,Rural,1,3.98,0,0
2179,B,B,20,4986,Urban,1,1.27,0,0
2180,A,A,38,2400,Rural,1,8.45,0,0
2181,A,A,43,4855,Urban,1,5.42,0,0
2182,B,B,25,4224,Urban,0,6.78,0,0
2183,B,B,19,5412,Rural,0,4.7,0,0
2184,B,B,23,2056,Urban,0,4.11,0,0
2185,B,B,45,3875,Urban,1,3.0,0,0
2186,B,B,46,6543,Rural,1,7.93,0,0
2187,B,B,43,6298,Urban,1,7.26,1,120
2188,A,A,42,5768,Urban,1,4.25,0,0
2189,A,A,29,7752,Rural,1,3.89,0,0
2190,A,A,22,6833,Urban,0,1.01,0,0
2191,B,B,51,6297,Urban,1,1.57,0,0
2192,B,B,54,3353,Rural,0,6.61,0,0
2193,B,B,32,4410,Urban,0,5.63,0,0
2194,A,A,61,6987,Rural,1,4.91,0,0
2195,B,B,53,8597,Urban,0,8.45,0,0
2196,A,A,32,8499,Urban,0,5.54,0,0
2197,B,B,60,6311,Rural,1,4.46,0,0
2198,B,B,40,9115,Rural,1,2.45,0,0
2199,B,B,23,4602,Urban,1,8.39,0,0
2200,A,A,63,4934,Rural,1,6.19,0,0
2201,A,A,61,2022,Urban,1,1.83,0,0
2202,A,A,60,4202,Rural,1,6.84,0,0
2203,B,B,62,3209,Urban,1,4.83,0,0
2204,A,A,38,4296,Urban,1,8.3,1,100
2205,B,B,40,2748,Urban,1,9.27,0,0
2206,B,B,60,2804,Urban,1,6.4,0,0
2207,A,A,33,2133,Urban,1,7.58,0,0
2208,A,A,64,6416,Rural,1,1.51,0,0
2209,B,B,32,4437,Rural,1,6.04,0,0
2210,B,B,42,2433,Urban,0,7.8,0,0
2211,B,B,53,7141,Urban,1,5.47,0,0
2212,B,B,28,6968,Rural,1,6.34,0,0
2213,A,A,32,5671,Rural,1,9.09,0,0
2214,A,A,21,5736,Rural,1,2.78,0,0
2215,A,A,38,9292,Rural,1,1.88,0,0
2216,B,B,30,9246,Rural,1,7.22,0,0
2217,B,B,39,9001,Urban,0,8.41,0,0
2218,B,B,36,6039,Urban,0,8.65,0,0
2219,A,A,51,4098,Rural,1,6.77,0,0
2220,B,B,31,9895,Rural,0,8.5,0,0
2221,B,B,21,8319,Rural,1,7.31,0,0
2222,A,A,63,4917,Rural,0,1.79,0,0
2223,A,A,44,2252,Rural,1,7.86,0,0
2224,B,B,46,7061,Rural,1,2.61,0,0
2225,A,A,64,9413,Rural,1,3.13,0,0
2226,B,B,45,6834,Rural,1,4.55,0,0
2227,A,A,52,3129,Rural,0,3.83,0,0
2228,B,B,25,5264,Urban,1,3.89,0,0
2229,A,A,33,7435,Rural,1,2.52,0,0
2230,A,A,59,2301,Rural,1,3.64,0,0
2231,A,A,53,8691,Urban,1,1.18,0,0
2232,A,A,47,3977,Urban,1,5.26,0,0
2233,B,B,35,4763,Urban,0,7.92,0,0
2234,B,B,19,6005,Rural,0,8.76,0,0
2235,A,A,30,8922,Rural,1,8.38,0,0
2236,B,B,21,8411,Rural,1,4.75,0,0
2237,A,A,43,5241,Rural,1,7.57,0,0
2238,A,A,42,5057,Urban,0,3.59,0,0
2239,B,B,47,2550,Rural,0,1.5,0,0
2240,B,B,28,7574,Rural,1,7.08,0,0
2241,B,B,24,9818,Urban,0,6.84,0,0
2242,B,B,48,7411,Rural,1,8.21,0,0
2243,B,B,61,3587,Rural,1,6.54,0,0
2244,B,B,27,3822,Rural,0,2.41,0,0
2245,B,B,56,7920,Rural,1,8.68,0,0
2246,A,A,30,7260,Urban,1,6.65,0,0
2247,B,B,48,5217,Urban,1,8.27,1,120
2248,A,A,24,5496,Urban,1,7.97,0,0
2249,B,B,59,6409,Urban,1,3.68,0,0
2250,B,B,59,6279,Rural,0,1.67,0,0
2251,A,A,53,7783,Rural,1,2.59,0,0
2252,A,A,37,2712,Rural,0,1.84,0,0
2253,A,A,21,4175,Urban,1,3.19,0,0
2254,A,A,24,7406,Urban,1,5.14,0,0
2255,B,B,18,9990,Urban,0,9.16,0,0
2256,B,B,61,9420,Rural,1,8.85,1,120
2257,A,A,62,6072,Rural,1,7.47,0,0
2258,A,A,59,5849,Urban,1,1.22,0,0
2259,B,B,64,8843,Urban,1,4.07,0,0
2260,B,B,30,4433,Rural,1,7.14,0,0
2261,A,A,39,5301,Rural,0,2.16,0,0
2262,B,B,38,2270,Rural,0,8.21,0,0
2263,B,B,39,3794,Urban,1,9.23,0,0
2264,A,A,45,6906,Urban,0,4.19,0,0
2265,A,A,26,4462,Urban,0,7.35,0,0
2266,A,A,43,6293,Urban,0,2.33,0,0
2267,A,A,26,5394,Rural,1,7.22,0,0
2268,B,B,32,3079,Rural,1,1.19,0,0
2269,A,A,27,4878,Rural,1,2.36,1,100
2270,B,B,41,7322,Urban,1,7.39,0,0
2271,B,B,59,9950,Rural,1,7.41,0,0
2272,B,B,25,7740,Rural,1,6.77,0,0
2273,B,B,41,6723,Rural,1,5.3,0,0
2274,A,A,33,2603,Rural,1,7.07,0,0
2275,B,B,43,7257,Rural,1,7.96,1,120
2276,A,A,44,7541,Urban,1,9.7,1,100
2277,B,B,54,9982,Rural,0,9.0,0,0
2278,A,A,21,7176,Rural,1,8.15,1,100
2279,B,B,41,3585,Urban,0,7.25,0,0
2280,B,B,36,5057,Urban,0,6.17,0,0
2281,A,A,53,8214,Rural,0,2.09,0,0
2282,A,A,56,7006,Rural,0,2.49,0,0
2283,A,A,27,5985,Rural,0,8.38,0,0
2284,A,A,42,6689,Rural,1,8.23,0,0
2285,B,B,35,3395,Urban,0,6.53,0,0
2286,B,B,36,5688,Rural,0,4.95,0,0
2287,B,B,53,2599,Urban,0,1.23,0,0
2288,B,B,27,2513,Rural,1,3.94,0,0
2289,B,B,50,7991,Rural,1,4.79,0,0
2290,A,A,22,8227,Rural,1,5.37,0,0
2291,A,A,64,9137,Urban,1,9.36,0,0
2292,B,B,52,3066,Rural,0,1.98,0,0
2293,A,A,61,9833,Rural,1,5.67,0,0
2294,B,B,51,4886,Urban,1,4.31,0,0
2295,B,B,50,8053,Rural,1,9.91,0,0
2296,A,A,38,4653,Urban,1,8.76,0,0
2297,B,B,34,6905,Rural,1,4.95,0,0
2298,A,A,39,8276,Urban,1,10.0,0,0
2299,B,B,54,9562,Urban,1,5.63,1,120
2300,A,A,32,3088,Urban,1,2.5,0,0
2301,B,B,52,6385,Rural,1,6.0,0,0
2302,B,B,45,8519,Urban,0,3.04,0,0
2303,A,A,24,6864,Urban,0,6.73,0,0
2304,B,B,49,4514,Rural,0,9.44,0,0
2305,B,B,28,5969,Urban,1,8.08,0,0
2306,A,A,27,5284,Rural,1,3.46,1,100
2307,A,A,26,9315,Rural,1,3.67,0,0
2308,A,A,31,9740,Urban,0,1.62,0,0
2309,B,B,30,6566,Urban,0,3.57,0,0
2310,A,A,42,4196,Rural,1,1.83,0,0
2311,A,A,19,6183,Urban,0,5.5,0,0
2312,A,A,52,9491,Urban,1,7.38,0,0
2313,B,B,24,8539,Urban,1,7.76,0,0
2314,A,A,38,2789,Urban,1,1.54,1,100
2315,B,B,35,5475,Rural,1,4.06,0,0
2316,B,B,20,5153,Rural,1,3.59,0,0
2317,A,A,59,3664,Urban,0,1.94,0,0
2318,B,B,56,3309,Rural,1,4.26,0,0
2319,B,B,58,9549,Urban,1,3.69,0,0
2320,B,B,28,2864,Urban,0,6.71,0,0
2321,B,B,56,5863,Urban,1,8.95,0,0
2322,B,B,41,7389,Urban,1,5.09,0,0
2323,A,A,63,5363,Rural,1,7.72,0,0
2324,A,A,36,5524,Urban,1,2.31,0,0
2325,A,A,21,5786,Rural,1,9.05,0,0
2326,B,B,43,2023,Urban,1,2.37,0,0
2327,A,A,55,5003,Rural,1,2.73,0,0
2328,B,B,59,7982,Rural,1,1.96,0,0
2329,B,B,49,2310,Rural,0,3.79,0,0
2330,B,B,56,7580,Rural,0,5.97,0,0
2331,B,B,62,3231,Urban,0,9.89,0,0
2332,A,A,63,9959,Rural,1,8.14,0,0
2333,B,B,53,5788,Urban,1,4.42,0,0
