user_id,campaign,age,income,region,impression,ad_spend,converted
2565,A,42,3243,Rural,1,1.97,0
2566,B,38,1705,Urban,1,9.44,0
2567,B,26,3146,Urban,1,6.62,0
2568,B,65,4713,Urban,1,9.35,0
2569,B,55,3202,Rural,1,3.75,0
2570,A,39,1999,Urban,1,3.7,0
2571,A,60,4771,Urban,1,2.02,0
2572,B,40,3865,Urban,1,5.77,0
2573,B,21,3921,Urban,1,9.21,1
2574,B,46,3888,Urban,1,6.57,0
2575,A,32,1648,Urban,1,3.69,0
2576,A,18,3777,Urban,1,3.96,0
2577,B,47,4661,Urban,1,5.72,1
2578,A,46,2423,Rural,1,1.98,0
2579,B,37,685,Urban,1,6.25,0
2580,B,50,3438,Urban,1,9.46,0
2581,A,58,3039,Rural,1,2.13,1
2582,A,61,1142,Urban,1,5.34,0
2583,B,53,3726,Urban,1,8.12,0
2584,B,39,3636,Urban,1,5.28,0
2585,A,30,1240,Urban,1,5.47,0
2586,A,24,5267,Urban,1,2.35,0
2587,B,25,3901,Rural,1,3.35,0
2588,B,45,731,Urban,1,5.43,0
2589,B,62,3982,Urban,1,7.23,0
2590,A,60,3947,Rural,1,1.6,0
2591,A,26,4698,Rural,1,2.45,0
2592,B,42,2251,Urban,1,9.62,1
2593,A,33,3999,Rural,1,2.42,0
2594,B,27,2716,Urban,1,6.13,0
2595,A,28,2332,Rural,1,2.2,0
2596,B,48,1961,Rural,0,4.67,0
2597,B,29,716,Urban,0,5.62,0
2598,B,48,3648,Urban,0,4.71,0
2599,A,31,2672,Urban,1,2.52,0
2600,A,61,500,Urban,0,3.98,1
2601,A,49,3090,Urban,1,4.93,0
2602,A,34,4389,Rural,1,2.31,0
2603,B,52,1431,Urban,1,6.72,0
2604,A,18,2144,Urban,1,4.92,0
2605,B,46,3529,Rural,1,3.9,0
2606,A,21,500,Urban,1,4.51,0
2607,B,40,2359,Urban,1,5.21,1
2608,B,45,3415,Urban,1,5.88,0
2609,A,33,2326,Urban,0,3.38,0
2610,A,29,1442,Urban,1,5.23,0
2611,A,38,1499,Rural,1,2.55,0
2612,B,62,1065,Urban,1,5.52,0
2613,B,34,2240,Urban,1,4.33,0
2614,B,57,4267,Urban,0,8.61,0
2615,B,30,5834,Urban,0,6.46,0
2616,B,49,3043,Urban,1,5.32,0
2617,A,54,3921,Urban,1,2.47,0
2618,B,32,1871,Rural,0,2.04,1
2619,B,29,500,Urban,0,6.57,0
2620,B,32,5221,Urban,1,6.04,0
2621,A,51,2285,Urban,1,4.79,0
2622,A,23,3862,Rural,1,2.95,0
2623,B,34,3190,Urban,1,5.24,0
2624,A,65,4193,Urban,0,2.97,0
2625,A,37,4144,Urban,1,3.35,1
2626,A,26,3333,Urban,1,3.86,0
2627,B,22,3465,Urban,1,8.19,0
2628,A,40,4455,Rural,1,1.7,0
2629,B,50,2508,Rural,1,2.31,1
2630,B,55,4866,Urban,1,8.38,0
2631,B,31,2150,Urban,1,8.77,0
2632,B,34,3091,Urban,1,5.49,0
2633,A,36,3755,Urban,1,2.55,0
2634,B,50,1045,Urban,0,7.17,0
2635,A,18,4658,Urban,1,2.83,0
2636,B,30,3571,Urban,1,6.24,0
2637,B,63,6961,Urban,1,8.66,0
2638,A,44,5496,Urban,1,2.88,1
2639,B,23,2986,Urban,1,8.84,0
2640,B,23,5142,Urban,1,8.04,0
2641,A,50,4016,Urban,0,2.88,0
2642,A,47,3277,Urban,1,4.11,0
2643,A,63,1008,Urban,1,4.46,0
2644,B,52,1291,Rural,1,2.6,0
2645,A,40,3005,Urban,1,2.58,0
2646,A,27,2405,Urban,1,4.12,0
2647,A,36,3270,Urban,1,4.78,0
2648,B,45,4646,Urban,1,6.79,0
2649,B,40,4037,Urban,0,4.42,1
2650,A,21,2164,Urban,1,5.7,0
2651,B,37,4109,Urban,1,8.17,1
2652,B,36,1903,Urban,1,7.73,0
2653,A,59,1629,Urban,1,4.57,0
2654,B,44,3457,Urban,1,6.39,0
2655,A,51,2022,Urban,1,5.94,0
2656,A,21,2229,Urban,1,2.53,0
2657,A,55,4192,Rural,1,2.48,0
2658,A,24,3789,Urban,1,3.68,0
2659,B,65,2553,Rural,1,4.64,0
2660,A,24,1049,Urban,0,4.87,0
2661,A,43,2117,Urban,0,4.25,0
2662,B,43,5330,Urban,1,9.63,1
2663,A,36,4159,Urban,1,5.65,0
2664,A,26,4708,Rural,0,1.1,0
2665,B,37,3307,Urban,0,5.16,0
2666,B,59,2578,Urban,1,8.06,0
2667,B,62,4086,Urban,1,9.53,0
2668,B,33,4538,Urban,1,6.58,0
2669,B,34,2424,Urban,1,4.23,0
2670,B,39,2144,Rural,0,3.93,0
2671,B,30,1174,Urban,1,5.17,0
2672,A,29,2113,Urban,1,4.21,0
2673,A,27,3802,Urban,1,3.54,0
2674,A,18,2284,Rural,1,2.12,0
2675,B,49,4118,Rural,1,4.8,0
2676,A,47,5360,Urban,1,3.94,0
2677,B,25,3029,Rural,1,2.1,0
2678,A,38,2980,Urban,1,4.32,0
2679,A,39,3658,Urban,1,3.3,0
2680,B,35,2310,Urban,1,8.67,0
2681,B,19,2223,Urban,0,6.82,0
2682,B,65,2258,Urban,1,8.45,1
2683,A,61,1625,Urban,1,5.64,0
2684,A,26,4079,Urban,1,3.45,0
2685,B,20,2404,Urban,0,9.94,1
2686,B,43,4333,Urban,0,4.9,0
2687,A,38,3635,Rural,1,2.29,0
2688,B,47,2972,Urban,1,4.21,0
2689,A,45,3971,Urban,0,2.85,0
2690,A,53,1867,Urban,1,4.54,0
2691,A,43,2063,Rural,1,1.09,0
2692,A,51,3856,Urban,1,2.41,0
2693,B,25,500,Urban,1,5.75,0
2694,B,27,3017,Urban,1,7.45,0
2695,A,65,3708,Rural,1,1.03,0
2696,A,60,4573,Urban,1,3.93,0
2697,A,31,4818,Urban,0,4.5,0
2698,A,57,2843,Urban,1,3.61,0
2699,A,32,3924,Rural,1,1.14,0
2700,A,34,2034,Urban,1,4.44,0
2701,A,35,2467,Urban,1,4.42,1
2702,A,49,4641,Urban,0,4.02,0
2703,A,55,2952,Urban,1,4.77,0
2704,A,40,3191,Urban,0,2.83,0
2705,B,63,1760,Rural,0,4.04,0
2706,A,40,3507,Rural,0,1.32,0
2707,A,52,3904,Urban,1,3.57,0
2708,A,56,3867,Urban,1,2.27,0
2709,B,32,1546,Urban,1,8.91,0
2710,B,41,4199,Urban,1,7.23,0
2711,A,45,1802,Urban,1,5.88,0
2712,B,33,2968,Urban,1,9.65,0
2713,A,33,1058,Urban,1,5.99,0
2714,A,57,2784,Urban,1,2.41,0
2715,A,56,1795,Rural,1,2.21,0
2716,A,23,2461,Urban,1,3.63,0
2717,B,19,3071,Rural,0,3.6,0
2718,B,30,3992,Rural,1,2.93,1
2719,A,61,3951,Rural,0,1.1,1
2720,A,64,500,Urban,0,4.83,0
2721,A,26,3813,Urban,1,5.86,0
2722,B,51,3247,Urban,1,7.19,0
2723,B,34,2327,Rural,1,2.99,0
2724,B,44,1943,Urban,1,9.63,1
2725,B,46,2925,Rural,1,3.09,1
2726,A,54,3276,Urban,1,5.66,0
2727,B,60,3453,Urban,1,9.13,0
2728,B,39,2763,Urban,1,7.17,1
2729,A,41,500,Rural,0,2.35,0
2730,B,24,2405,Urban,1,8.2,0
2731,A,51,1579,Urban,1,4.56,1
2732,B,65,5466,Urban,1,4.96,0
2733,A,29,3071,Urban,1,4.77,0
2734,A,40,3889,Urban,1,2.01,0
2735,A,32,3762,Urban,1,4.84,0
2736,B,50,3372,Urban,1,7.33,0
2737,A,30,2500,Urban,1,3.04,0
2738,A,40,2347,Rural,1,2.61,0
2739,A,55,575,Rural,0,1.81,0
2740,B,49,3170,Urban,1,6.91,0
2741,B,62,3360,Urban,1,4.17,1
2742,B,52,2942,Urban,1,6.41,0
2743,B,18,3172,Rural,1,2.5,0
2744,A,64,1552,Urban,1,3.1,1
2745,B,62,2647,Urban,1,5.51,0
2746,A,22,2220,Urban,1,2.18,0
2747,A,30,3798,Urban,0,3.84,0
2748,A,22,3049,Urban,1,4.09,0
2749,B,49,2232,Rural,1,3.71,0
2750,A,38,2808,Urban,1,3.85,0
2751,A,41,1752,Urban,1,5.48,0
2752,B,35,2606,Urban,1,4.23,0
2753,B,38,3699,Rural,1,3.84,1
2754,B,27,1401,Urban,1,9.2,1
2755,B,41,2926,Urban,1,4.25,0
2756,B,57,2100,Urban,1,6.98,0
2757,B,64,1402,Rural,1,3.77,0
2758,A,38,5238,Urban,0,2.76,0
2759,A,42,4504,Urban,1,3.01,0
2760,B,40,2282,Urban,1,8.71,0
2761,A,39,2652,Rural,1,2.13,0
2762,B,21,573,Urban,1,5.89,0
2763,B,51,1089,Urban,1,8.59,1
2764,B,23,1646,Urban,1,8.48,0
2765,B,45,2959,Urban,1,6.07,0
2766,B,48,2862,Urban,1,6.93,0
2767,B,52,3398,Rural,1,3.99,0
2768,B,56,3814,Urban,1,6.06,0
2769,A,59,3333,Rural,1,2.26,0
2770,A,40,1702,Urban,1,3.0,1
2771,B,23,3388,Rural,1,2.88,0
2772,B,33,3762,Urban,0,5.86,0
2773,A,19,2487,Urban,1,5.74,0
2774,A,41,784,Urban,1,5.33,0
2775,B,34,4420,Urban,1,7.39,0
2776,B,62,3105,Urban,1,7.38,1
2777,B,18,500,Urban,1,4.34,0
2778,B,23,5484,Urban,1,7.9,0
2779,A,22,2425,Urban,1,3.31,0
2780,B,62,5926,Rural,1,3.84,0
2781,B,46,3452,Urban,0,9.04,0
2782,A,29,2756,Rural,0,1.09,0
2783,A,56,3220,Rural,1,2.21,0
2784,A,64,2148,Urban,1,4.26,0
2785,A,20,3073,Urban,1,2.83,0
2786,A,65,5412,Urban,1,4.59,0
2787,A,18,1921,Urban,0,4.22,0
2788,A,44,3640,Urban,1,5.07,0
2789,B,65,2136,Urban,1,4.66,0
2790,B,41,2798,Urban,1,6.66,0
2791,A,61,5371,Urban,1,5.99,1
2792,A,36,3631,Urban,1,4.76,0
2793,A,25,3894,Rural,1,2.37,0
2794,A,61,3085,Urban,1,3.27,0
2795,A,64,6234,Urban,0,2.38,0
2796,B,19,1860,Urban,1,9.7,0
2797,B,47,1104,Urban,1,4.63,0
2798,B,47,5023,Urban,1,9.96,0
2799,A,56,2542,Urban,1,2.5,1
2800,A,62,3492,Urban,1,2.68,0
2801,B,49,5059,Urban,0,5.85,0
2802,B,18,3508,Urban,1,7.07,0
2803,B,55,5676,Urban,0,8.74,0
2804,A,30,3163,Urban,1,5.88,0
2805,A,28,2150,Urban,1,3.44,0
2806,B,27,500,Urban,1,4.12,0
2807,B,65,3360,Rural,1,3.85,1
2808,A,43,500,Urban,1,4.84,0
2809,A,37,3389,Urban,1,3.59,0
2810,B,34,4751,Urban,1,5.1,0
2811,A,34,2979,Rural,1,1.61,0
2812,B,21,3228,Rural,1,3.97,0
2813,B,22,4098,Rural,1,3.48,0
2814,B,40,3803,Urban,1,8.46,0
2815,A,63,4392,Rural,0,1.44,1
2816,B,27,2976,Urban,1,9.05,0
2817,B,63,500,Urban,1,4.94,0
2818,A,45,4411,Urban,1,3.32,0
2819,A,50,2713,Urban,1,4.36,0
2820,A,60,1945,Urban,1,4.95,0
2821,A,43,3403,Urban,0,3.06,0
2822,A,65,3223,Rural,1,2.9,0
2823,B,46,2100,Rural,0,4.12,1
2824,B,44,1457,Urban,1,5.31,0
2825,B,35,3562,Urban,1,8.35,0
2826,B,57,1980,Rural,0,4.09,0
2827,B,27,3137,Rural,1,4.26,0
2828,A,59,3448,Urban,1,5.66,0
2829,A,22,4161,Urban,0,4.85,0
2830,B,27,5542,Urban,1,6.11,0
2831,A,38,3284,Urban,1,5.16,0
2832,B,41,2489,Urban,1,8.18,1
2833,A,55,4990,Urban,1,4.3,0
2834,B,20,4257,Urban,1,6.12,0
2835,A,57,3202,Urban,0,5.68,0
2836,B,48,3283,Rural,1,3.54,0
2837,A,58,3032,Urban,1,4.51,0
2838,A,54,3194,Urban,1,3.66,0
2839,B,19,2877,Rural,1,4.34,1
2840,B,19,1830,Urban,1,6.05,0
2841,B,56,3010,Urban,0,8.86,0
2842,B,59,5108,Urban,1,4.65,0
2843,A,61,2020,Rural,1,2.42,0
2844,B,51,2674,Rural,1,3.43,1
2845,A,59,1929,Urban,1,4.8,0
2846,A,37,4388,Rural,1,2.06,0
2847,B,50,3995,Urban,1,4.81,0
2848,B,21,1466,Rural,1,3.43,1
2849,A,62,577,Rural,1,2.93,0
2850,B,61,4038,Urban,1,8.53,0
2851,B,28,1392,Rural,1,2.9,0
2852,A,59,3993,Urban,1,5.78,0
2853,A,64,2234,Urban,0,5.12,0
2854,A,22,3833,Rural,0,1.73,0
2855,B,42,3532,Urban,0,7.62,0
2856,A,54,2356,Urban,0,3.71,0
2857,A,51,1945,Urban,1,2.39,0
2858,A,26,3690,Rural,0,2.61,0
2859,B,23,2168,Rural,1,2.57,0
2860,B,35,4330,Urban,0,6.75,0
2861,B,31,2001,Urban,1,8.22,1
2862,A,36,3420,Rural,0,2.86,0
2863,A,31,2531,Urban,1,2.25,0
2864,A,57,3006,Rural,1,1.79,0
2865,A,34,2159,Rural,1,2.23,0
2866,B,52,2785,Urban,0,8.68,0
2867,A,46,500,Urban,1,5.68,0
2868,B,59,2024,Urban,0,4.0,0
2869,B,34,2294,Urban,1,7.77,0
2870,A,60,2913,Urban,1,2.03,1
2871,A,25,4551,Rural,1,2.57,0
2872,A,18,2162,Rural,1,1.3,0
2873,A,62,4696,Urban,1,5.58,0
2874,A,53,1966,Rural,1,1.31,0
2875,B,24,1670,Urban,1,8.59,1
2876,A,63,738,Urban,1,3.16,1
2877,A,22,3728,Urban,1,4.23,0
2878,A,41,3103,Rural,0,2.22,0
2879,A,45,3657,Urban,1,2.83,0
2880,A,60,3157,Urban,1,3.19,1
2881,A,34,2988,Urban,1,2.43,0
2882,A,54,3341,Urban,0,2.02,0
2883,B,37,5582,Urban,1,5.44,0
2884,B,20,2431,Urban,1,7.1,0
2885,B,54,5465,Rural,1,4.14,0
2886,A,43,4022,Urban,0,5.17,0
2887,A,32,3438,Urban,1,2.28,0
2888,A,65,3665,Urban,1,3.09,0
2889,A,25,500,Rural,1,2.54,0
2890,A,30,2686,Urban,0,3.92,0
2891,B,65,2195,Rural,1,2.55,0
2892,A,20,5534,Rural,1,1.78,0
2893,A,18,2590,Rural,1,1.54,0
2894,B,26,2964,Rural,0,2.15,0
2895,B,48,2944,Urban,1,8.58,0
2896,B,58,1432,Urban,1,5.75,1
2897,B,43,2327,Urban,1,9.67,0
2898,A,34,3980,Rural,1,2.78,1
2899,A,51,500,Rural,1,2.43,0
2900,A,26,3373,Rural,1,1.65,0
2901,A,30,1918,Urban,0,3.12,0
2902,A,22,4559,Urban,1,3.9,0
2903,B,58,3473,Urban,1,6.13,1
2904,B,30,1176,Urban,0,9.41,0
2905,B,18,2500,Urban,1,4.74,0
2906,A,42,3544,Urban,1,4.9,0
2907,A,64,2635,Rural,1,2.22,0
2908,B,21,3174,Urban,0,8.84,1
2909,A,53,2976,Urban,0,4.17,0
2910,A,27,4040,Urban,1,4.52,0
2911,A,45,3527,Urban,1,5.85,0
2912,A,23,2942,Rural,1,1.18,0
2913,B,44,3021,Urban,0,4.63,0
2914,A,29,1700,Urban,1,3.57,0
2915,A,65,4760,Urban,1,3.89,0
2916,A,20,6554,Rural,1,1.4,0
2917,B,63,2603,Urban,1,4.5,0
2918,B,50,3057,Urban,1,4.13,1
2919,A,27,4218,Urban,1,5.06,0
2920,B,48,4211,Urban,0,6.91,1
2921,B,32,3213,Rural,0,4.53,1
2922,B,24,1828,Urban,1,6.17,0
2923,A,53,5181,Urban,1,4.81,0
2924,A,31,3817,Urban,1,3.95,0
2925,B,65,3264,Rural,0,3.84,1
2926,A,31,2132,Urban,0,3.48,0
2927,B,20,3069,Rural,1,2.24,0
2928,B,63,822,Urban,1,9.68,0
2929,A,20,3889,Rural,1,2.67,0
2930,B,39,4181,Rural,0,2.94,1
2931,A,36,3275,Urban,1,5.83,0
2932,A,52,1847,Urban,0,3.2,0
2933,B,29,3542,Urban,0,6.66,0
2934,A,22,3944,Rural,1,2.51,0
2935,B,27,2108,Urban,0,5.85,1
2936,B,58,4120,Urban,1,5.95,0
2937,B,50,3629,Urban,1,6.46,1
2938,A,30,2671,Urban,1,3.87,0
2939,A,52,2330,Urban,1,2.49,0
2940,A,49,2785,Rural,1,1.03,0
2941,A,28,1835,Rural,1,2.84,0
2942,A,65,3312,Urban,1,3.41,0
2943,B,55,3670,Urban,0,4.61,0
2944,B,41,4402,Urban,0,8.56,1
2945,A,52,3356,Rural,1,1.59,0
2946,A,36,3469,Urban,1,2.73,0
2947,A,23,2678,Urban,1,5.85,0
2948,A,57,1951,Urban,1,5.68,0
2949,B,62,2484,Rural,1,2.32,0
2950,A,61,4713,Urban,1,5.6,1
2951,B,59,3760,Urban,1,9.35,0
2952,B,52,3488,Urban,1,7.81,0
2953,B,21,821,Urban,0,7.18,1
2954,B,50,3375,Urban,1,5.3,0
2955,A,30,1404,Urban,1,2.49,0
2956,B,53,1489,Urban,1,7.64,0
2957,B,60,1624,Rural,1,4.47,1
2958,A,36,2072,Urban,1,4.75,0
2959,B,60,4000,Urban,0,5.08,1
2960,A,29,3271,Urban,0,3.16,0
2961,B,28,1868,Urban,1,7.28,0
2962,B,23,2303,Urban,0,7.75,0
2963,B,29,3597,Rural,1,2.22,0
2964,A,44,3837,Urban,1,4.46,0
2965,B,58,3160,Rural,1,4.21,0
2966,A,42,1623,Rural,1,1.36,0
2967,A,59,2504,Urban,1,2.98,0
2968,B,20,5857,Rural,0,2.78,0
2969,B,20,1546,Urban,1,9.64,0
2970,B,37,3449,Urban,1,6.44,0
2971,B,45,5544,Rural,1,3.59,0
2972,B,40,2671,Urban,1,8.35,0
2973,B,65,5200,Urban,1,6.23,0
2974,B,20,2174,Urban,1,4.63,0
2975,A,59,630,Urban,1,4.62,0
2976,A,41,2304,Urban,1,4.67,0
2977,B,60,2090,Rural,1,2.78,0
2978,A,57,995,Urban,1,2.14,0
2979,A,23,2499,Rural,1,2.33,0
2980,A,37,4189,Urban,1,4.81,0
2981,B,28,2287,Urban,1,4.16,0
2982,B,49,2548,Urban,1,8.16,0
2983,A,44,4644,Urban,1,5.76,0
2984,B,38,2102,Urban,1,5.07,0
2985,A,61,3742,Rural,1,2.04,0
2986,B,65,951,Urban,0,8.18,0
2987,B,30,1840,Urban,0,5.38,0
2988,A,39,2743,Urban,1,5.01,0
2989,B,52,4450,Urban,1,9.21,0
2990,A,64,1904,Urban,1,5.26,0
2991,B,39,1890,Urban,1,5.55,0
2992,A,45,3326,Rural,1,2.61,0
2993,B,38,3519,Rural,1,3.24,0
2994,A,63,1757,Urban,1,3.07,0
2995,B,35,2373,Urban,1,5.01,0
2996,B,48,4303,Urban,0,9.45,0
2997,A,63,1583,Rural,1,1.85,0
2998,A,54,3409,Rural,1,2.73,1
2999,B,38,2378,Rural,0,2.48,1
3000,A,31,4683,Urban,1,5.07,0
3001,B,42,3696,Urban,0,4.66,0
3002,A,44,4056,Urban,1,2.07,0
3003,B,57,2354,Rural,0,4.99,1
3004,A,40,3989,Rural,0,1.15,0
3005,B,48,3958,Urban,1,6.77,0
3006,B,64,3623,Rural,0,4.64,0
3007,A,46,2660,Rural,1,2.64,0
3008,A,64,3195,Urban,1,3.88,0
3009,A,47,776,Rural,1,2.22,0
3010,B,43,5110,Urban,1,7.78,0
3011,B,37,2275,Urban,1,4.66,1
3012,B,55,2598,Urban,1,5.71,0
3013,A,36,1418,Urban,1,3.2,0
3014,A,44,3807,Rural,1,1.76,0
3015,A,42,3635,Urban,0,3.1,1
3016,A,57,2645,Urban,1,3.01,0
3017,A,55,500,Urban,1,3.42,0
3018,B,40,2146,Urban,1,6.28,0
3019,A,46,3552,Urban,0,3.95,0
3020,B,32,3301,Urban,1,5.04,0
3021,A,20,2944,Urban,1,5.15,0
3022,B,27,2491,Rural,1,4.58,0
3023,A,32,1105,Rural,1,1.5,0
3024,B,33,4156,Urban,1,4.74,0
3025,B,34,1271,Rural,1,4.17,0
3026,B,36,2754,Rural,1,4.77,0
3027,B,28,1758,Urban,1,4.21,0
3028,B,65,4192,Urban,1,4.09,0
3029,B,22,3698,Rural,1,2.55,0
3030,B,22,2571,Urban,1,8.11,0
3031,A,31,3829,Urban,1,5.86,0
3032,A,43,1209,Rural,1,2.5,0
3033,B,25,2904,Urban,1,7.44,0
3034,A,22,1734,Rural,1,2.4,0
3035,B,24,4230,Urban,1,5.38,0
3036,B,33,3449,Urban,1,8.13,1
3037,A,31,3779,Urban,1,3.29,0
3038,B,54,2336,Urban,0,5.33,0
3039,B,58,3893,Rural,1,2.71,1
3040,B,21,1659,Urban,0,8.01,0
3041,A,53,1831,Rural,1,2.53,0
3042,B,65,2789,Urban,1,7.49,0
3043,A,34,1878,Urban,1,2.26,0
3044,A,64,3851,Rural,1,1.08,0
3045,B,53,2431,Urban,1,5.3,0
3046,B,23,1703,Rural,0,2.86,0
3047,A,33,1547,Urban,1,3.62,0
3048,A,46,3836,Rural,1,1.15,0
3049,A,53,500,Urban,0,4.9,0
3050,A,55,1786,Rural,1,2.42,0
3051,A,54,4683,Rural,1,1.69,0
3052,B,65,2586,Urban,0,7.38,0
3053,A,65,3859,Urban,1,2.4,0
3054,A,27,3512,Urban,1,3.66,1
3055,A,58,2770,Urban,1,5.43,0
3056,A,53,1009,Urban,1,4.64,0
3057,B,46,1408,Urban,1,4.62,0
3058,A,31,1388,Urban,1,5.39,0
3059,B,21,3578,Urban,1,8.08,0
3060,B,61,3803,Rural,1,3.36,0
3061,A,59,1945,Rural,0,2.38,0
3062,B,53,2905,Rural,0,2.52,0
3063,B,62,3009,Urban,1,7.3,0
3064,A,30,3093,Urban,1,4.47,0
3065,B,63,2085,Urban,1,9.57,0
3066,A,35,4965,Rural,1,1.13,0
3067,A,50,3813,Urban,0,3.5,1
3068,B,38,3087,Urban,0,9.62,0
3069,A,33,2377,Urban,1,2.87,0
3070,B,32,1999,Urban,1,8.88,0
3071,B,22,3477,Urban,1,4.01,0
3072,A,23,2431,Urban,1,2.1,0
3073,A,55,3160,Urban,1,3.31,0
3074,B,20,720,Urban,1,8.61,0
3075,B,65,2364,Urban,0,4.62,0
3076,A,29,2869,Urban,1,3.53,0
3077,B,53,4161,Rural,1,2.39,0
3078,B,50,1893,Urban,1,5.34,0
3079,B,53,1217,Urban,0,7.02,0
3080,A,50,3533,Rural,1,1.64,0
3081,A,48,2923,Rural,1,1.42,0
3082,B,38,933,Urban,0,6.36,0
3083,A,44,993,Urban,1,4.8,0
3084,A,44,2223,Rural,1,1.24,0
3085,A,25,2899,Urban,1,3.92,0
3086,A,54,4667,Rural,1,1.55,1
3087,B,49,1702,Urban,1,6.27,0
3088,B,43,3646,Rural,1,4.46,0
3089,A,19,646,Urban,1,5.72,0
3090,A,29,3433,Rural,1,1.49,0
3091,A,39,4807,Urban,1,4.52,0
3092,A,34,3170,Rural,0,2.35,0
3093,B,24,2198,Urban,1,9.05,0
3094,A,60,4479,Urban,1,5.6,0
3095,B,21,3418,Urban,1,6.81,0
3096,B,54,3184,Rural,1,4.95,1
3097,A,55,1778,Urban,1,5.88,0
3098,B,49,3436,Urban,1,7.04,0
3099,B,28,2178,Urban,1,7.25,0
3100,A,18,3373,Rural,0,2.34,1
3101,A,42,3058,Urban,1,3.5,0
3102,B,59,4300,Urban,0,7.97,0
3103,B,41,2308,Rural,1,3.54,0
3104,A,60,2820,Rural,1,1.07,0
3105,A,34,3957,Urban,1,5.41,0
3106,A,25,2716,Urban,1,5.76,0
3107,A,62,2974,Urban,1,2.1,0
3108,A,44,2511,Urban,1,5.16,0
3109,B,35,2803,Urban,1,6.31,0
3110,B,44,3805,Urban,1,7.51,0
3111,A,39,5203,Rural,1,2.0,0
3112,A,33,985,Urban,1,4.21,0
3113,B,19,1481,Rural,1,3.49,1
3114,B,22,2830,Urban,1,9.12,1
3115,B,35,3059,Urban,0,8.1,0
3116,B,20,2738,Urban,1,6.48,1
3117,A,44,2336,Rural,1,2.38,0
3118,A,34,1521,Urban,1,5.86,0
3119,B,33,2267,Urban,1,4.48,0
3120,A,23,3980,Urban,1,3.55,0
3121,B,24,3111,Urban,1,9.22,0
3122,B,31,3810,Urban,1,8.43,1
3123,B,55,1555,Rural,1,4.8,0
3124,A,57,4732,Rural,1,1.08,1
3125,B,32,2325,Urban,1,9.18,0
3126,B,64,3570,Rural,1,4.38,0
3127,A,64,2849,Urban,1,5.26,0
3128,B,65,2351,Rural,1,3.79,0
3129,B,50,3519,Urban,1,4.31,0
3130,B,60,3720,Rural,1,3.62,1
3131,A,44,6225,Rural,1,1.82,0
3132,B,46,3767,Rural,1,3.58,0
3133,A,54,3749,Urban,1,4.96,0
3134,B,22,4373,Urban,0,7.58,0
3135,A,46,3638,Rural,1,1.59,0
3136,A,49,2953,Rural,1,2.2,0
3137,A,23,3390,Urban,1,2.33,0
3138,A,19,4025,Urban,0,2.02,0
3139,A,23,4668,Urban,1,3.61,0
3140,B,63,1187,Urban,1,8.54,0
3141,B,60,731,Rural,1,4.47,0
3142,A,21,4618,Rural,1,2.1,0
3143,B,46,2043,Urban,1,9.21,0
3144,B,42,1010,Rural,1,2.38,0
3145,B,26,897,Urban,1,9.78,0
3146,A,20,5162,Urban,0,5.69,0
3147,B,43,4053,Urban,0,7.6,0
3148,B,65,2045,Rural,1,2.18,0
3149,A,60,2095,Rural,1,1.91,1
3150,A,44,3065,Urban,0,2.72,0
3151,A,53,4031,Urban,0,4.51,0
3152,A,49,2647,Urban,0,2.76,0
3153,A,18,2056,Urban,1,3.93,0
3154,A,33,4362,Urban,1,2.82,0
3155,B,65,2968,Urban,1,5.09,0
3156,B,28,2770,Rural,0,2.74,0
3157,B,43,3710,Urban,1,4.18,0
3158,B,57,500,Urban,1,8.3,0
3159,B,18,3568,Urban,1,5.84,0
3160,B,43,3493,Urban,1,8.19,0
3161,B,45,1345,Urban,0,7.92,0
3162,A,26,670,Urban,1,2.26,0
3163,B,61,2322,Urban,1,5.87,0
3164,A,39,3219,Rural,0,2.13,0
3165,B,25,3341,Urban,1,9.51,0
3166,B,59,5044,Urban,0,6.41,0
3167,A,44,3220,Rural,1,2.01,0
3168,A,56,1321,Urban,1,5.0,0
3169,A,36,2698,Urban,1,5.21,0
3170,A,42,1441,Urban,1,5.69,0
3171,B,55,2785,Urban,1,6.98,0
3172,A,38,4690,Urban,0,2.78,0
3173,A,41,3551,Urban,1,5.06,0
3174,A,41,2135,Rural,1,1.25,0
3175,B,36,3710,Rural,0,3.26,0
3176,B,64,2066,Urban,1,7.77,0
3177,A,19,500,Urban,1,4.77,0
3178,B,31,1519,Urban,1,8.4,1
3179,B,49,3550,Urban,1,5.16,0
3180,B,59,3926,Urban,1,9.89,0
3181,B,49,5061,Urban,0,5.07,0
3182,B,45,3409,Urban,1,4.58,0
3183,A,65,4616,Urban,1,4.66,0
3184,B,56,3756,Urban,1,9.46,0
3185,B,57,4124,Urban,1,7.36,0
3186,B,59,4322,Urban,1,7.57,0
3187,B,64,3584,Urban,1,7.23,1
3188,B,57,4289,Urban,0,4.26,0
3189,B,30,2161,Urban,1,8.09,0
3190,B,29,500,Urban,1,6.15,1
3191,B,25,3780,Urban,0,9.61,0
3192,B,32,3449,Urban,1,5.12,0
3193,B,43,1949,Urban,1,5.81,0
3194,B,29,1485,Rural,1,3.51,1
3195,A,60,3156,Urban,1,3.91,0
3196,A,63,3860,Urban,1,3.6,1
3197,B,44,3623,Urban,1,5.89,0
3198,B,35,1776,Urban,1,4.88,0
3199,A,62,2045,Urban,1,5.28,0
3200,B,53,3803,Rural,0,3.35,0
3201,A,44,3087,Rural,1,2.15,1
